,title,rating,acidity_structure,aftertaste,aroma,body,flavor,blind_assessment,coffee_origin,notes,roast_level,city,state,usd_per_oz
2034,Static Rio Negro Huila Supremo,92.0,8.0,8.0,8.0,9.0,9.0,"Delicate yet deep; sweetly spice-toned. Baker’s chocolate, cinnamon, black cherry, narcissus-like flowers, caraway seed in aroma and cup. Savory-sweet in structure; crisp, satiny mouthfeel. The finish consolidates around spice-framed wood and rich black cherry suggestions.","Huila Department, southern Colombia","Like almost all Colombia coffees, this coffee is wet-processed or “washed,” meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Huila is one of Colombia’s most respected coffee-growing regions. Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. Visit www.espressorepublic.com for more information.",Medium-Light,Chino, California,1.42
2035,Static Don Eli La Pastora Tarrazu Costa Rica,93.0,8.0,8.0,9.0,9.0,9.0,"Deeply rich, bittersweet, herbaceous. Almond brittle, date, mace, honeysuckle, eucalyptus leaf in aroma and cup. Crisply bittersweet structure; satiny, full mouthfeel. The finish consolidates to gently drying notes of date and almond.","Tarrazu growing region, Costa Rica","Produced by Don Eli of the Caturra and Catuai varieties of Arabica. Processed by the white honey method. With all honey processing methods, some sweet pulp or fruit flesh (“honey”) is allowed to adhere to the beans during drying. In the white honey variation, an extremely thin layer of pulp is allowed to dry on the beans, less than with yellow honey, and much less than is the case with red or black honey. Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. Visit www.espressorepublic.com for more information.",Medium,Chino, California,1.33
2036,Static Hacienda Sonora Costa Rica,93.0,8.0,8.0,9.0,9.0,9.0,"Subtle, engaging, deeply sweet-savory. Orange blossom, baker’s chocolate, cantaloupe, fresh pine, a hint of cinnamon in aroma and cup. Round, sweetly savory structure; taut, velvety body. The finish consolidates around quiet chocolate and almond notes.","Alajuela, Central Valley, Costa Rica","Produced from trees of the Caturra and Catuai varieties of Arabica by farmers Alberto and Diego Guardia of Sonora Estate in Costa Rica. Processed by the honey method (sometimes referred to as “semi-washed”), which means that the outer skin of the coffee fruit is removed as it is in the wet or “washed” process, but at least some of the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin. Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. Visit www.espressorepublic.com for more information.",Medium-Light,Chino, California,1.33
2037,Static Amaro Gayo Natural Ethiopia,95.0,9.0,9.0,9.0,9.0,9.0,"Crisply sweet, fruit-forward. Ripe strawberry, aromatic orchid, honey, toasted pine nut, a hint of sumac spice in aroma and cup. Lavish, elegant structure, with sweet-tart-savory in harmonious balance. Syrupy mouthfeel. The finish is resonant, long and flavor-saturated, maintaining the promise of the complex flavor notes from the cup.","Yirgacheffe growing region, southern Ethiopia","This exceptional coffee was selected as the No. 24 coffee on Coffee Review’s list of the Top 30 Coffees of 2017. Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. Visit www.espressorepublic.com for more information.",Medium,Chino, California,1.42
2038,Colombia La Guamera,93.0,8.0,8.0,9.0,9.0,9.0,"High-toned, complex, richly sweet. Nougat, strawberry guava, roasted cacao nib, honeysuckle, myrrh in aroma and cup. Crisply sweet structure with juicy acidity; syrupy mouthfeel. Strawberry guava, crisply sweet-tart, carries the short finish; richly drying roasted cacao nib with hints of honeysuckle resonante in the long.","Caldas Department, Colombia","Produced at La Meseta-Guamera farm from trees of the Caturra and Colombia varieties of Arabica. This is an unusual dry-processed or “natural” Colombia, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with the wet-processed or “washed” coffees that make up almost all Colombian coffee production. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",Medium-Light,Floyd, Virginia,1.5
2039,Ethiopia Konga Sede,94.0,9.0,8.0,9.0,9.0,9.0,"Sweetly pungent, richly savory. Dried mulberry, bay leaf, butterscotch, violet, Meyer lemon zest in aroma and cup. Delicate, sweet-savory structure; buoyant, silky mouthfeel. Floral tones and notes of dried berries lead the resonant finish in the short, rounding to butterscotch with herbaceous undertones in the long.","Yirgacheffe growing region, southern Ethiopia","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. When processed as here by the wet or washed method (fruit skin and pulp are removed before drying), they typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. This coffee is organic and Fair Trade certified, the latter meaning it was purchased from small-holding farmers at a “fair” or economically sustainable price. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",Medium-Light,Floyd, Virginia,1.37
2040,El Aquila Pacamara El Salvador,92.0,8.0,8.0,8.0,9.0,9.0,"Deep, resonant, quietly complex. Candied orange zest, baker’s chocolate, tamarind, roasted walnut, cedar in aroma and cup. Balanced, sweet-savory structure with a roundly tart edge. Satiny, lively mouthfeel. Tamarind and cedar carry into the short finish; walnut lasts in the long.","Santa Ana region, El Salvador","Produced from trees of the much admired, bold-bean Pacamara variety of Arabica, a cross between the giant-beaned Maragogipe variety and Pacas, a selection of the heirloom Bourbon, and processed by the wet or washed method (fruit skin and pulp are removed before drying) by grower Ricardo Ariz. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Medium-Light,Madison, Wisconsin,1.49
2041,Mutitu Kenya,93.0,8.0,8.0,9.0,9.0,9.0,"Sweetly tart, richly savory. Red currant, baker’s chocolate, fine musk, redwood, a hint of fresh parsley in aroma and cup. Distinctly sweet-savory structure; full, syrupy mouthfeel. The resonant finish leads with notes of fine musk and red currant in the short, rounding into richly wood-framed chocolate in the long.","Kirinyaga District, south-central Kenya","Produced by farmers of the Mutitu Cooperative from trees of the much-admired SL28 and SL34 varieties of Arabica. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Medium-Light,Madison, Wisconsin,1.49
2042,Halo Beriti Ethiopia,94.0,9.0,9.0,9.0,8.0,9.0,"Delicate, sweet-toned, herbaceous. Milk chocolate, spearmint, gardenia, sarsparilla, date in aroma and cup. Richly sweet-tart, vibrant structure; crisp, satiny mouthfeel. The cocoa- and floral-toned finish, with undertones of sweet herb notes, goes on and on. ","Gedeb District, Gedeo Zone, southern Ethiopia","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. This lot was processed by the wet or washed method (fruit skin and pulp are removed before drying). Southern Ethiopia coffees processed with this method typically express great aromatic complexity and intensity, with a particular emphasis on floral notes. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Medium-Light,Madison, Wisconsin,1.49
2043,Gedeb Lot 83 Ethiopia Natural,95.0,9.0,9.0,9.0,9.0,9.0,"High-toned, crisply sweet-tart, richly savory. Jasmine, roasted cacao nib, lemon verbena, grapefruit zest, aromatic mushroom in aroma and cup. Balanced sweetly tart structure with a rich umami undercurrent; buoyant, satiny mouthfeel. The flavor-saturated finish leads with floral notes (jasmine) and closes with crisply sweet citrus  (lemon verbena, grapefruit zest).","Gedeb District, Gedeo Zone, southern Ethiopia","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region.This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Medium-Light,Madison, Wisconsin,1.58
2044,Mei-Chu Blend,93.0,9.0,8.0,9.0,8.0,9.0,"Balanced, crisply sweet-savory. Freesia-like flowers, toffee, starfruit, sandalwood, lime zest in aroma and cup. Bright, balanced, sweet-savory structure with juicy acidity; lightly syrupy, buoyant mouthfeel. The finish emerges with notes of starfruit and lime zest in the short and aromatic wood-toned toffee in the long.",Panama; Ethiopia,"This distinguished and unusual blend is comprised entirely of coffee from trees of the rare and celebrated Gesha variety of Arabica grown in two origins, Panama and Ethiopia. Mi’s Cafe is an in-store roaster and coffee shop in Kaohsiung City, Taiwan. For more information, call 886-7-2010188, email [email protected] or visit www.facebook.com/MISCOFFEE.",Light,Kaohslung City, Taiwan,1.24
2045,Jinotega Geisha,94.0,9.0,8.0,9.0,9.0,9.0,"Delicate, subtly and richly sweet. Dried hibiscus, pistachio, black currant, roasted cacao nib, myrrh in aroma and cup. Sweetly savory, gently bright structure; smoothly satiny mouthfeel. The finish, both deeply sweet and richly drying, consolidates to dried hibiscus in the short, while cocoa-toned black currant with a hint of myrrh return in the long.","Jinotega growing region, Nicaragua","This coffee tied for the highest rating in a tasting of 55 Nicaragua coffees for Coffee Review‘s October 2017 tasting report. Produced by Domingo Vargas entirely from trees of the rare and celebrated Gesha (also spelled Geisha) variety of Arabica. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Medium-Light,Ramsey, Minnesota,1.58
2046,Nicaragua Un Regalo de Dios Bourbon,94.0,9.0,8.0,9.0,9.0,9.0,"Delicate, balanced, sweetly spice-toned. Strawberry, almond, cocoa powder, fine musk, narcissus-like flowers in aroma and cup. Integrated, juicy, balanced structure. Velvety, lively, almost effervescent mouthfeel. The resonant, flavor-saturated finish leads with notes of sweet berries in the short, rounding to deep florals in the long.","Nueva Segovia growing region, Nicaragua","This exceptional coffee was selected as the No. 19 coffee on Coffee Review’s list of the Top 30 Coffees of 2017. This coffee also tied for the highest rating in a tasting of 55 Nicaragua coffees for Coffee Review‘s October 2017 tasting report. Produced by Luis Alberto entirely from trees of the old and admired Bourbon variety of Arabica. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Giv Coffee is dedicated to three goals: to provide quality coffee, to provide a fair price to farmers, and to give back to those in need. Giv Coffee donates two dollars of every retail bag of coffee it sells. Visit www.givcoffee.com or call 860-874-5301 for more information.",Medium-Light,Torrington, Connecticut,1.42
2047,Organic Shade-Grown Nicaragua,92.0,8.0,8.0,8.0,9.0,9.0,"Balanced, crisply sweet-tart. Lemongrass, cardamom, cocoa powder, rhododendron-like flowers, fresh-cut cedar in aroma and cup. The structure fuses sweet, tart and savory tendencies, enlivened by a quietly juicy acidity. Buoyant, satiny mouthfeel. The crisp finish is richly sweet, with notes of lemongrass and vanilla-like florals carrying into the long.","Matagalpa growing region, Nicaragua","This coffee tied for the third-highest rating in a tasting of 55 Nicaragua coffees for Coffee Review‘s October 2017 tasting report. Produced at Finca Los Pinos by the Corrales family from trees of the Maracaturra, Caturra and Catuai varieties of Arabica. Processed by the wet or washed method (fruit skin and pulp are removed from the beans before drying). This coffee is certified Bird Friendly by the Smithsonian Institution and certified organically grown. The Bird Friendly certification is the most rigorous environmental certification possible for coffee, and the only one that justifies use of the much-abused term “shade-grown.” One of the country’s pioneering socially and environmentally progressive roasters, Thanksgiving aimed to combine coffee quality with social and environmental responsibility many years before the latter preoccupations became fashionable. Visit www.thanksgivingcoffee.com or call 800-648-6491 for more information.",Medium-Light,Fort Bragg, California,1.33
2048,Los Congos Washed,92.0,8.0,8.0,9.0,8.0,9.0,"Cohesive, intricately bittersweet. Dried hibiscus, nutmeg, maple syrup, baker’s chocolate, peach in aroma and cup. Balanced, bittersweet structure; full, lightly syrupy mouthfeel. The crisp finish is redolent of hibiscus and maple syrup notes in the short and chocolate in the long, with undertones of nutmeg. ","Nueva Segovia growing region, Nicaragua","This coffee tied for the third-highest rating in a tasting of 55 Nicaragua coffees for Coffee Review‘s October 2017 tasting report. Produced by the Paguagua family entirely from trees of the rare, bold-beaned Pacamara variety of Arabica. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Reunion Island Coffee is a quality-oriented roasting company founded by Canadian specialty coffee veteran Peter Pesce. Visit www.reunionislandcoffee.com or call 800-565-5950 for more information.",Medium-Light,Oakville," Ontario, Canada",1.11
2049,Tolliver’s Reserve Nicaragua Gold Mountain Fruit Candy Nanolot,92.0,8.0,8.0,9.0,8.0,9.0,"Deeply and richly sweet, fruit-forward. Sweet/sour notes suggesting Jolly Rancher hard candy, pink peppercorn, roasted almond, fresh-cut redwood, lilac in aroma and cup. Bright, sweetly tart structure; plush, syrupy mouthfeel. The finish is candy-like through and through, with undertones of pink peppercorn and aromatic redwood.","Matagalpa growing region, Nicaragua","This coffee tied for the third-highest rating in a tasting of 55 Nicaragua coffees for Coffee Review‘s October 2017 tasting report. Produced by Manuel and Yesenia Lopez and Juan Carlos and Aracely Salgado, in partnership with Gold Mountain Coffee Growers, entirely from trees of the Pacamara variety of Arabica. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Ironclad Coffee Roasters, a micro-roaster in Richmond, Virginia takes its name from “guarantee,” as in an ironclad guarantee of top quality specialty coffee and dedicated customer service. For more information visit www.ironcladcoffee.com.",Light,Richmond, Virginia,2.37
2050,Nicaragua Pacamara Honey Finca Cerro de Jesus,93.0,8.0,8.0,9.0,9.0,9.0,"Sweetly tart, crisply herb-toned. Gooseberry, bay leaf, freesia-like flowers, lightly scorched clove, dark chocolate in aroma and cup. Juicy, sweet-tart structure; plump, satiny mouthfeel. Low-toned notes of chocolate and sweet, gently scorched clove dominate the finish, with gooseberry complications more pronounced in the short and bay leaf in the long.  ","Nueva Segovia growing region, Nicaragua","This coffee tied for the second-highest rating in a tasting of 55 Nicaragua coffees for Coffee Review‘s October 2017 tasting report. Produced at Finca Cerro de Jesus entirely of the rare, bold-beaned Pacamara variety of Arabica. This Pacamara was processed by the honey method, which means that the outer skin of the coffee fruit is removed as it is in the wet or “washed” process, but at least some of the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin. Helen Chen, of Taokas Studio Coffee, is a Taiwan-based nano-roaster whose specialty coffees are available via her Facebook shop: https://goo.gl/4YPoAd.",Medium,Zhubei City, Taiwan,1.96
2051,Nicaragua Limoncillo Funky,93.0,8.0,9.0,8.0,9.0,9.0,"Crisply sweet-tart, fruit-toned. Notes of cascara (dried coffee cherry), lemon verbena, honeysuckle-like flowers, dark chocolate, black peppercorn in aroma and cup. In structure crisp but almost candy-like sweet and deeply fruit-forward; syrupy mouthfeel. The finish, long, resonant and consistent, foregrounds the sweet herbaceous notes, both lemon verbena and cascara, wrapped in dark chocolate.","Matagalpa growing region, Nicaragua","This coffee tied for the second-highest rating in a tasting of 55 Nicaragua coffees for Coffee Review‘s October 2017 tasting report. Produced by Dr. Erwin Mierisch entirely from trees of the rare, bold-beaned Red Pacamara variety of Arabica. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. In addition, the coffee fruit was dried using the atypical method of stacking the fruit in thick layers and turning it infrequently, aiming at achieving a deliberately “funky” (read fruity, earthy) fermentation. This shade-grown coffee is also UTZ-certified. Modern Times is a well-loved, exuberantly inventive Point Loma, San Diego brewery that has long specialized in coffee-beer crossovers and overlaps. Visit www.moderntimescoffee.com for more information.",Light,San Diego, California,1.33
2052,Santa Maria Natural Yellow Catuai,93.0,8.0,8.0,9.0,9.0,9.0,"Delicately sweet-tart, floral-toned. Strawberry, lavender, cashew, cedar, baker’s chocolate in aroma and cup. Lush and bittersweet in structure, animated by a vibrant, satiny-smooth acidity. The finish evokes fruit and spicy florals in the short, quieting to chocolate and nut butter in the long.","Matagalpa growing region, Nicaragua","This coffee tied for the second-highest rating in a tasting of 55 Nicaragua coffees for Coffee Review‘s October 2017 tasting report. Produced by Victor Manuel Robelo Rodriguez entirely from trees of the Yellow Catuai variety of Arabica processed by the dry or ""natural"" method, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.",Medium-Light,Chia-Yi, Taiwan,1.82
2053,Gold Mountain Coffee Growers Daniel’s Caturra Microlot,93.0,8.0,8.0,9.0,9.0,9.0,"Rich-toned, savory-sweet. Pie cherry, violet, ginger, pipe tobacco, roasted cacao nib in aroma and cup. Deep, sweetly savory in structure; velvety-smooth mouthfeel. The crisp finish consolidates to notes of pie cherry and pipe tobacco in the short with hints of ginger resurfacing in the long.","Jinotega Department, north-central Nicaragua","This coffee tied for the second-highest rating in a tasting of 55 Nicaragua coffees for Coffee Review‘s October 2017 tasting report. Produced by Gold Mountain Coffee Growers entirely from trees of the respected Caturra variety of Arabica. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Boil Line Coffee Company, based in Danville, Pennsylvania, offers artisan-roasted coffees, both blends and seasonal single-origin selections. Visit www.boillinecoffee.com for more information.",Medium-Light,Danville, Pennsylvania,1.33
2054,Costa Rica Cumbres del Poas “Perla Negra”,92.0,8.0,8.0,9.0,8.0,9.0,"Delicate, sweetly tart. Dried peach, roasted cacao nib, lavender, pink peppercorn, lemon zest in aroma and cup. Crisply sweet-tart in structure; delicate, silky mouthfeel. The finish consolidates around roasted cacao nib, gently drying, with hints of lemon zest.
","Sabanilla de Alajuela growing region, Costa Rica","Produced by Oscar and Francisca Chacon entirely from trees of the Caturra variety of Arabica; certified organically grown. Processed by “natural” or dry method, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Magnolia Coffee is a Charlotte, North Carolina-based specialty roaster whose motto is “Craft Roasted. Truly Delicious. Socially Conscious.” Magnolia Coffee focuses on direct-trade coffees that make a difference in the lives of the coffee harvesters and the local communities they serve.Visit www.magnoliacoffeeco.com or call 704-651-7726 for more information.",Medium-Light,Charlotte, North Carolina,1.25
2055,Kenya Nyeri Hill Farm,94.0,9.0,9.0,9.0,8.0,9.0,"Balanced, richly sweet, spice-toned. Apricot, baker’s chocolate, lilac, coriander, fresh-cut cedar in aroma and cup. Deep, sweet-savory structure with bright acidity; crisp, satiny mouthfeel. The finish is paradoxically dry yet juicy, leading with resonant notes of apricot and fresh-ground coriander in the short and cocoa-toned sweet florals in the long.","Nyeri growing region, south-central Kenya","Produced by the Archdiocese of Nyeri from trees of the SL28 and SL34 varieties of Arabica. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Founded in 2015, the Greater Goods mission is to enrich the lives of coffee-drinkers through passion, creativity, innovation and commitment to the consistency of the specialty coffee the company roasts, and through the local causes supported with its proceeds. Visit greatergoodsroasting.com or call 512-858-2680 for more information.",Medium-Light,Austin, Texas,1.5
2056,Ethiopia Yirgacheffe Chelelektu,92.0,8.0,8.0,8.0,9.0,9.0,"Delicate, balanced, sweetly savory. Apricot, dark caramel, fresh oak, oregano, honeysuckle in aroma and cup. Sweet-savory in structure; full, syrupy mouthfeel. The resonant finish is flavor-saturated in the short, consolidating around apricot and caramel, with undertones of spicy oak, in the long. ","Yirgacheffe growing region, southern Ethiopia","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. This lot was processed by the wet or washed method (fruit skin and pulp are removed before drying). Southern Ethiopia coffees processed with this method typically express great aromatic complexity and intensity, with a particular emphasis on floral notes. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Red Giant Coffee Roasters roasts in small batches on a San Franciscan SF-6 coffee roaster in Palo Alto, California. From the farmers and importers, to the roasters and baristas, three local founders to their best to ensure quality at every step.  Visit www.redgiantcoffeeroasters.com for more information.",Medium-Light,Palo Alto, California,1.62
2057,Ethiopia Deri Kochere,93.0,8.0,8.0,9.0,9.0,9.0,"Complex, layered, intricate. Dark chocolate, bergamot, fine black tea, roasted almond, fennel seed in aroma and cup. Round, gentle, sweet-toned structure; plump, velvety mouthfeel. The cocoa-toned finish centers around spice-toned, tea-like notes in the short and almond and fennel seed in the long.","Yirgacheffe growing region, southern Ethiopia","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Flight Coffee (formerly CQ Coffee Roasters) is a coffee-loving, quality-focused roasting company based in Bedford, New Hampshire.Visit www.flightcoffeeco.com or call 603-836-6228 for more information.",Medium-Light,Bedford, New Hampshire,1.42
2058,Ethiopia Kochere G1 Lot 096/183,93.0,9.0,8.0,8.0,9.0,9.0,"Delicate, sweetly spice-toned. Roasted cacao nib, honeysuckle, thyme, caramel, apricot in aroma and cup. Balanced, sweet-savory structure; satiny, viscous mouthfeel. The richly drying finish consolidates to pleasing floral tones underscored by sweet herbs.","Yirgacheffe growing region, southern Ethiopia","Produced in Yirgacheffe, a coffee region in southern Ethiopia that produces particularly distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity. Like virtually all Yirgacheffe coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. Bartok Coffee is a Taiwan-based roaster that strives to source the finest coffees and offer them to local consumers at modest prices. For more information, visit www.bartok.com.tw.",Medium-Light,Taipei City, Taiwan,2.06
2059,Kenya Gatomboya AA,94.0,9.0,8.0,9.0,9.0,9.0,"Deeply sweet, richly savory. Lilac, dried black currant, grapefruit zest, tamarind, myrrh in aroma and cup. Balanced in structure, complete; crisply sweet-savory. Plush, syrupy mouthfeel. The sweet, high-toned finish leads with lilac and tamarind in the short, while pink grapefruit zest and myrrh ring into the long.","Nyeri growing region, south-central Kenya","Produced from trees of the celebrated SL28 and SL34 varieties of Arabica associated with Kenya’s finest coffees. Wet-processed using meticulous traditional methods at the Gatomboya washing station operated by the Barichu Cooperative Society. Dragonfly Coffee is a Boulder, Colorado-based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.",Medium-Light,Boulder, Colorado,1.5
2060,Typica Baishengcun Farm,92.0,8.0,7.0,9.0,9.0,9.0,"A crisply sweet, accessible fruit-toned cup.","Nantou County, Taiwan","Produced at Baishengcun Farm entirely from trees of the Typica variety of Arabica. Processed by the dry or “natural” method, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. CafeTaster is a Taiwan-based specialty roaster and certified SCA training facility. For more information, visit www.facebook.com/cafetaster or email roaster Jerry Huang at cafetaster.or[email protected]",Medium-Light,I-Lan City, Taiwan,4.95
2061,Panama Duncan Estate Wine-Processed,93.0,8.0,8.0,9.0,9.0,9.0,"Fruit-forward, richly chocolate-toned. Dark chocolate, Concord grape, peach brandy, Graham cracker, aromatic orchid in aroma and cup. Sweetly tart, fruit-toned in structure; satiny mouthfeel. The flavor-saturated finish fulfills the promise of the cup, with resonant notes of fruit and chocolate throughout.  ","El Salto, Boquete growing region, Panama","Produced by Richard Koyner of Duncan Estate exclusively from trees of the Caturra variety of Arabica. This is a dried-in-the-fruit or “natural” coffee, but one that was allowed to partly dry on the trees before picking and final drying, a practice which helps impart a mildly fermenty or wine-like character to the fruit notes. Based in the San Diego area, Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title from Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.",Medium-Light,San Diego, California,2.25
2062,Sumatra Afro-Gayo,92.0,8.0,8.0,9.0,8.0,9.0,"Crisply sweet, high-toned. Maple syrup, sandalwood, black cherry, lantana-like flowers, roasted cacao nib in aroma and cup. Sweet-savory structure with brisk acidity; delicate, silky mouthfeel. The finish leads with fruit and floral tones in the short, consolidating to cocoa-toned aromatic wood in the long.","Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia","Produced by small-holding farmers from trees of the Caturra variety of Arabica. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex aromatic wood and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” This is a refined example of the type. Pigeonhole Coffee is a Jarkata, Indonesia-based roaster and cafe. For more information, visit www.pigeonhole.id or www.motherpigeons.com.",Medium-Light,Jakarta, Indonesia,0.92
2063,Guatemala Finca El Injerto Gesha,94.0,9.0,9.0,9.0,8.0,9.0,"Delicate and confident, sweetly spice-toned. Dried coconut, frankincense, baker’s chocolate, tea rose, tamarind in aroma and cup. Sweetly savory and balanced in structure; buoyant, silky-smooth mouthfeel. The finish leads with notes of chocolate and frankincense in the short, lifting to sweet-tart tamarind and coconut in the long.","Huehuetenango Department, Guatemala","El Injerto is one of Guatemala’s most celebrated coffee farms. This Gesha is planted from seed brought from Hacienda La Esmeralda, the Panama farm where Gesha was first rediscovered and presented to the coffee world in 2004. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This version was meticulously processed by the wet or washed method (fruit is removed from the beans before they are dried). It took second place in the 2017 Guatemala Cup of Excellence green coffee competition. Based in the San Diego area, Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title from Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.",Medium-Light,San Diego, California,6.38
2064,Kenya AA Gicheroi,93.0,8.0,8.0,9.0,9.0,9.0,"Richly layered, sweet-savory; narcissus, dark chocolate, tomato jam, sage, oak in aroma and cup. Savory-sweet structure; buoyant, velvety mouthfeel. The crisp, flavor-saturated finish centers on a throughline of floral-toned chocolate in the short, with notes of sweetly savory tomato jam and aromatic wood in the long.","Kiambu County, south-central Kenya","Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. AA is the highest grade of Kenya coffee based on freedom from physical imperfections and bean size. Willoughby’s Coffee &amp; Tea is a pioneer specialty coffee roaster established in the early 1980s that has gracefully and successfully moved with the times and now offers a menu of extremely refined small-lot, single-origin coffees. Visit www.willoughbyscoffee.com or call 800-388-8400 for more information.",Medium-Light,Branford, Connecticut,1.25
