,title,rating,acidity_structure,aftertaste,aroma,body,flavor,blind_assessment,coffee_origin,est_price,notes,roast_level,roaster_location,City,State,Country
2062,Los Congos Pacamara Honey,93.0,8.0,8.0,9.0,9.0,9.0,"Sweetly pungent, richly savory-toned. Blackberry jam, roasted cacao nib, rhododendron, sundried tomato, nougat in aroma and cup. Sweet-savory structure with crisp, floral acidity; viscous, lightly syrupy mouthfeel. The finish is sweet-toned and balanced, with lingering notes of berry and cocoa.","Nueva Segovia growing region, Nicaragua",$20.00/12 ounces,"This coffee tied for the fourth-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. Comprised entirely of the much admired, bold-bean Pacamara variety of Arabica, a cross between the giant-beaned Maragogipe variety and Pacas, a selection of the heirloom Bourbon. Processed by the honey method, which means that the outer skin of the coffee fruit is removed as it is in the wet or “washed” process, but at least some of the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin. Los Congos, established in 1997, is an award-winning farm run by the Paguaga family, leading Nicaraguan coffee producers for several generations. Dragonfly Coffee is a Boulder, Colorado-based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.",Light,"Boulder, Colorado",Boulder, Colorado,
2063,Yule Blend 2018,94.0,9.0,8.0,9.0,9.0,9.0,"Crisp, sweet-savory. Mulberry, pink peppercorn, maple syrup, gardenia, cedar in aroma and cup. Crisply sweet-savory in structure; viscous, velvety mouthfeel. The rich though drying finish centers around spicy florals and berry tones in the short and notes of aromatic wood and maple syrup in the long.","Kirinyaga District, south-central Kenya",$15.00/12 ounces,"This coffee tied for the third-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. A blend of Kenya coffees from two different cooperatives, Kamwangi and Kainamui, both produced from trees of the SL28 and Ruiru 11 varieties of Arabica. Flight Coffee (formerly CQ Coffee Roasters) is a coffee-loving, quality-focused roasting company based in Bedford, New Hampshire.Visit www.flightcoffeeco.com or call 603-836-6228 for more information.",Medium-Light,"Bedford, New Hampshire",Bedford, New Hampshire,
2064,Kenya Thaitu,95.0,9.0,9.0,9.0,9.0,9.0,"Intensely sweet, intricately rich. Pink grapefruit zest, blackberry, fresh pipe tobacco, lavender, baker’s chocolate in aroma and cup. Balanced, sweet-savory structure; crisp, satiny, buoyant mouthfeel. The resonant finish leads with notes of berry and citrus zest in the short, rounding to chocolate in the long, with spicy florals throughout.","Nakuru County, south-central Kenya",$22.00/12 ounces,"This coffee tied for the second-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. Produced by Thaitu Coffee Estate from trees of the SL28, SL34 and Ruiru 11 varieties of Arabica. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Good Folks Coffee is a wholesale roaster based in Louisville, Kentucky. Visit www.goodfolkscoffee.com for more information.",Medium-Light,"Louisville, Kentucky",Louisville, Kentucky,
2065,Holiday Blend,93.0,9.0,8.0,9.0,8.0,9.0,"Crisply sweet-tart, high-toned. Lemon verbena, cedar, pomegranate, lavender, maple syrup in aroma and cup. Sweetly tart in structure with bright, juicy acidity. The finish is deep and rich, with sweet, lemony herb tones, tart fruit notes, and hints of aromatic wood.",Ethiopia; Costa Rica; Panama,$22.00/8 ounces,"This coffee tied for the fourth-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. A blend of two Ethiopia coffees (a wet-processed Banko Gotiti and a natural-processed Yirgacheffe Aricha), a honey-processed Costa Rica and a wet-processed Panama Elida Chiriqui. Roaster Yu Chih Hao is co-founder of Fumi Coffee, a new roaster in Hsinchu, Taiwan specializing in specialty coffee and homemade desserts. Visit https://m.facebook.com/fumicafe035586631/ for more information.",Light,"Hsinchu, Taiwan",Hsinchu, Taiwan,
2066,DR Congo Virunga Organic,93.0,8.0,8.0,9.0,9.0,9.0,"Deeply sweet-savory, uniquely pungent. Ripe tomato, pink peppercorn, lantana-like flowers, blood orange zest, fresh pipe tobacco in aroma and cup. Savory-leaning, richly sweet in structure; plush and syrupy in mouthfeel. The finish is equal parts sweet and savory. Notes of citrus zest and lantana linger in the short and rich pipe tobacco in the long, while ripe tomato resonates throughout.","Kirumba, North Kivu Province, Democratic Republic of the Congo",$17.00/12 ounces,"This coffee tied for the fourth-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. Produced entirely from trees of the Bourbon variety of Arabica by small-holding farmers around Virunga Coffee, which began collaborating with local cooperatives in 2011 to improve the quality of coffee production in this emerging growing region in the far east of the Democratic Republic of the Congo, across Lake Kivu from Rwanda. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Speckled Ax is a roaster based in Portland, Maine, specializing in high-quality certified organic and small-lot coffees. The company roasts in a vintage wood-fired Petroncini roaster with the goal of highlighting each coffee’s best attributes. Visit www.speckledax.com for more information.",Medium-Light,"Portland, Maine",Portland, Maine,
2067,Sweet Holiday Blend,93.0,8.0,8.0,9.0,9.0,9.0,"Richly sweet, spice-toned. Baker’s chocolate, tangerine zest, clove, date, sandalwood in aroma and cup. High-toned, sweetly tart in structure; plush and syrupy in mouthfeel. The finish centers around cocoa-toned clove notes and deeply sweet fruit in the short, aromatic sandalwood in the long.",Ethiopia; Kenya; Colombia,$14.99/12 ounces,"This coffee tied for the fourth-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. A blend of coffees from Ethiopia, Kenya and Colombia. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",Medium-Light,"Floyd, Virginia",Floyd, Virginia,
2068,Diima #9 Ethiopia Natural,93.0,8.0,8.0,9.0,9.0,9.0,"Richly sweet, fruit-toned. Dried strawberry, dark chocolate, freesia-like flowers, tangerine zest, a hint of aged rum in aroma and cup. Sweetly round in structure; syrupy mouthfeel. The finish is crisply and richly drying with lingering hints of aged rum enveloped by dark chocolate. ","Yirgacheffe growing region, southern Ethiopia",$25.00/12 ounces,"This coffee tied for the fourth-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Like virtually all southern Ethiopia coffees, produced by villagers on small, garden plots interplanted with food and other subsistence crops. Roast House is a small-batch, quality-focused roaster specializing in farm-direct organic-certified and Fair Trade Certified coffees. Visit roasthousecoffee.com or call 509-995-6500 for more information.",Medium-Light,"Spokane, Washington",Spokane, Washington,
2069,Kenya Riakiberu AB,95.0,9.0,9.0,9.0,9.0,9.0,"Complex, balanced, floral-toned. Magnolia, tamarind, dark chocolate, molasses, papaya in aroma and cup. Sweet-savory structure with crisp, juicy acidity. The intricately layered finish leads with sweet-spicy floral notes, crescendoing to fruit (tamarind, papaya) in the long, with dark chocolate notes throughout.","Muranga District, central Kenya",$14.00/250 grams,"This exceptional coffee was selected as the No. 20 coffee on Coffee Review’s list of the Top 30 Coffees of 2017, and it tied for the second-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. Produced by the Kamacharia Farmers Cooperative Society from trees of the admired Bourbon-derived SL28 variety of Arabica. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Cimarron Coffee Roasters is a micro-roaster on the Western Slope of Colorado that aims to offer sweet, clean, affordable and sustainable coffee. Roast profiles are developed for each coffee to highlight the inherently distinctive properties of each lot. Shipping is included in the coffee price. Visit www.cimarronroasters.com for more information.",Medium-Light,"Montrose, Colorado",Montrose, Colorado,
2070,Static Colombia Decaf Midnight,89.0,8.0,7.0,8.0,8.0,8.0,"Deeply sweet, chocolate-toned. Dark chocolate, Brazil nut, gardenia, baked apple, cedar in aroma and cup. Roundly sweet in structure; lean, lightly syrupy body. The gently drying finish is characterized by notes of dark chocolate throughout, supported by gardenia and apple tones in the short and cedar in the long. ","Huila, Colombia",$16.95/12 ounces,"Decaffeinated at the Descamex plant in Mexico by the “Mountain Water Process” which does not involve use of solvents. Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. Visit www.espressorepublic.com for more information.",Medium,"Chino, California",Chino, California,
2071,Kenya Gicherori,91.0,8.0,8.0,8.0,8.0,9.0,"Sweetly savory, layered. Rhododendron-like flowers, cinnamon, baker’s chocolate, cedar, red currant in aroma and cup. Round, savory-leaning structure; crisp, velvety mouthfeel. The quiet finish centers on notes of vanilla-like florals and baker’s chocolate, with a hint of cinnamon. ","Kiambu County, south-central Kenya",$24.00/12 ounces,"Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. AA is the highest grade of Kenya coffee based on freedom from physical imperfections and bean size. The WestBean is a San Diego-based roastery founded by two friends with a passion for coffee and a determination to bring their customers the highest quality hand-crafted coffee possible. Visit www.thewestbean.com or call 619-709-3232 for more information.",Medium-Light,"San Diego, California",San Diego, California,
2073,Static Kenya Kavutiri,92.0,8.0,8.0,9.0,8.0,9.0,"Delicate, sweetly spice-toned. Red currant, lemon verbena, baker’s chocolate, rose hips, a hint of cannabis in aroma and cup. Crisply sweet-savory structure; crisp, velvety mouthfeel. The finish is sweetly herb-toned, leading with notes of lemon verbena and red currant in the short and a sweet muskiness akin to cannabis in the long, with a throughline of baker’s chocolate.","Kiambu County, south-central Kenya",$25.00/12 ounces,"Produced by smallholding farmers from trees of the Ruiru 11, Batian, SL28 and SL34 varieties of Arabica. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. Visit www.espressorepublic.com for more information.",Medium-Light,"Chino, California",Chino, California,
2075,Kenya Chorongi Peaberry,95.0,9.0,9.0,9.0,9.0,9.0,"Intense, dynamic, richly sweet-savory. Passionfruit jam, baker’s chocolate, aromatic orchid, sandalwood, almond in aroma and cup. Bright, sweetly tart in structure; full, velvety mouthfeel. The resonant finish is crisply sweet, with layers of complex fruit and floral notes in the short, consolidating to baker’s chocolate and almond in the long. ","Mukaro, Nyeri growing region, south-central Kenya",$20.00/12 ounces,"Produced by smallholding farmers from trees of the Ruiru 11, Batian, SL28 and SL34 varieties of Arabica. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. This particular sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Speckled Ax is a roaster based in Portland, Maine, specializing in high-quality certified organic and small-lot coffees. The company roasts in a vintage wood-fired Petroncini roaster with the goal of highlighting each coffee’s best attributes. Visit www.speckledax.com for more information.",Medium-Light,"Portland, Maine",Portland, Maine,
2076,Finca Merced Guatemala,93.0,8.0,8.0,9.0,9.0,9.0,"Richly sweet, high-toned. Maple syrup, orange zest, roasted cacao nib, peach, cedar in aroma and cup. Sweet-tart structure; satiny mouthfeel. The resonant finish has a throughline of roasted cacao nib, accompanied by notes of peach and maple syrup in the short and orange zest and cedar in the long. ","Chimaltenango Department, Guatemala",$17.00/12 ounces,"Produced by the Ortega family entirely from trees of the heirloom Bourbon variety of Arabica. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Chocolate Fish is a distinguished New-Zealand-inspired micro-roaster based in Sacramento California, focused on the best in both quality and integrity.Visit www.chocolatefishcoffee.com or call 916-451-5181 for more information.",Light,"Sacramento, California",Sacramento, California,
2077,“Naturals”,92.0,8.0,8.0,9.0,8.0,9.0,"Sweet-toned, fruit-forward. Raspberry, cedar, baker’s chocolate, gardenia, molasses in aroma and cup. Bittersweet structure; velvety mouthfeel. The crisp, gently drying finish leads with notes of chocolate-toned berries in the short, and spicy-sweet florals and aromatic wood notes in the long.","Captain Cook, North Kona growing district, “Big Island” of Hawaii",$30.00/8 ounces,"Certified organic. Produced entirely from trees of the Kona Typica variety of Arabica. This is a “natural” or dry-processed coffee, meaning the beans were dried inside the fruit, encouraging a flavor profile that is sweeter and deeper-toned than profiles associated with the more typical wet or “washed” process (fruit is removed before drying). Hala Tree Coffee is a family-owned organic Kona coffee farm located near Captain Cook village, in the heart of the Kona coffee belt, overlooking historic Kealakekua Bay. The USDA organic-certified property now produces 100% Kona coffee that is processed and roasted on site to ensure quality in each bag of coffee. For more information, visit www.halatreecoffee.com.",Medium-Light,"Captain Cook, Hawaii",Captain Cook, Hawaii,
2078,David Mburu Kenya,96.0,9.0,9.0,9.0,9.0,10.0,"Deep, complex, richly sweet-savory. Vanilla orchid, toasted coconut, fine musk, dried fig, dark caramel in aroma and cup. Elegant, savory-leaning structure with bright, juicy acidity; plush, velvety mouthfeel. The resonant, flavor-laden finish is centered around floral-toned fruit, with supporting notes of dark caramel and fine musk.","Kiambu County, south-central Kenya",$15.00/250 grams,"Produced by David Mburu Mwangi at his farm in Kenya’s Kiambu East District from trees of the Ruiru 11, SL28 and SL34 varieties of Arabica. Despite challenges ranging from contested government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Coava is a Portland-based coffee roaster, now with a San Diego location as well, that aims to provide quality coffee and education regarding the preparation of good coffee. Visit www.coavacoffee.com or call 503-894-8134 for more information.",Light,"Portland, Oregon",Portland, Oregon,
2079,Haraz Special Red Yemen,92.0,8.0,8.0,9.0,8.0,9.0,"Engaging, richly sweet-savory. Caramelized fig, earthy pipe tobacco, aged rum, hibiscus, cinnamon in aroma and cup. Sweetly tart structure; velvety-smooth mouthfeel. The long finish consolidates to cinnamon and caramelized fig, with a hint of aged rum.","Haraz growing region, north-central Yemen",$27.50/8 ounces,"Haraz (also Haraaz, other spellings) is a celebrated coffee growing region in north-central Yemen, west of the capital of Sana’a. Although Ethiopia is the botanical home of Coffea Arabica, Yemen introduced the beverage to the rest of the world in the 16th and 17th centuries, and Yemeni coffee is still grown from ancient heirloom cultivars of arabica on stone-walled terraces ringing fortress-like mountaintop villages. All Yemen coffees are natural-processed, or dried in the whole fruit. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-5282 for more information.",Light,"Topeka, Kansas",Topeka, Kansas,
2080,Auromar Gesha Natural,93.0,9.0,8.0,8.0,9.0,9.0,"Delicate, crisply sweet. Dried coconut, baker’s chocolate, candied violet, cedar, nutmeg in aroma and cup. Balanced, sweet-tart structure; silky mouthfeel. The gently drying finish is carried by notes of chocolate-toned coconut in the short and cedar in the long, with a whisper of sweet candied violet.","Piedra Candela, Chiriqui Province, far western Panama",$40.00/8 ounces,"Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by farmer Roberto Brenes of Auromar Estate. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” Gesha, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-5282 for more information.",Light,"Topeka, Kansas",Topeka, Kansas,
2081,Blue Label La Esmeralda Porton Pascua Gesha,95.0,9.0,9.0,9.0,9.0,9.0,"Richly sweet, crisply complex, spice-toned. Lilac, bergamot, white peach, caramelized walnut, sandalwood in aroma and cup. Delicate, sweetly tart, juicy in structure; crisp, satiny mouthfeel. The quietly resonant finish is flavor-saturated: stonefruit and bergamot carry the short and sandalwood-nuanced lilac notes resurface in the long.","Boquete growing region, western Panama",$60.00/8 ounces,"Coffee from trees of the botanical variety Gesha (also Geisha) grown on Price Peterson’s Hacienda La Esmeralda in Panama first introduced this extraordinary variety of Arabica to the world. With its bold, boat-shaped beans and distinctive floral and crisply cacao-toned cup, the Gesha continues to be one of the world’s most sought-after coffees, and the Esmeralda versions remain among the most authentic. This is a wet-processed or “washed” version, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-5282 for more information.",Medium-Light,"Topeka, Kansas",Topeka, Kansas,
2082,Gaitania Colombia,91.0,8.0,7.0,9.0,8.0,9.0,"Crisply sweet, high-toned. Maple syrup, narcissus, ripe orange, hazelnut, a hint of cardamom in aroma and cup. Gently sweet-tart structure; velvety mouthfeel. The short finish leads with attractive bittersweet orange tones; narcissus and cardamom carry the long.","Southern Tolima Department, west-central Colombia",$15.75/12 ounces,"Produced by the Resguardo Indigena Nasa We’sx indigenous community in Gaitania, Colombia, associated with the Paez and Nasa tribes of southern Cauca. From trees of the Castillo, Caturra, Colombia and Typica varieties of Arabica. This coffee is organic and Fair Trade certified, the latter meaning it was purchased from small-holding farmers at a “fair” or economically sustainable price. It is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Light,"Madison, Wisconsin",Madison, Wisconsin,
2083,Ulos Batak Sumatra,96.0,9.0,9.0,9.0,9.0,10.0,"Intensely rich, deeply sweet, complex. Chocolate fudge, lavender, grapefruit zest, moist perique-style tobacco, coconut-covered date in aroma and cup. Balanced, sweetly savory in structure with lively acidity; buoyant, syrupy mouthfeel. The flavor-laden finish offers chocolate-toned spicy florals in the short resolving to rich date notes with undertones of perique tobacco in the long.","Northern Sumatra, Indonesia",$18.95/12 ounces,Coffees from the northern part of the Indonesian island of Sumatra are admired for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet hulling.” This is a splendid example of the potential of the type. Ulos Batak is the name applied by the cooperative exporter Klasik Beans to a premium grade of its small-producer wet-hulled coffee from the Lintong region south of Lake Toba. Lintong is one of the longest-established growing regions in Sumatra and probably the most admired. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.,Medium-Light,"Madison, Wisconsin",Madison, Wisconsin,
2086,Kenya Karinga,92.0,8.0,7.0,9.0,9.0,9.0,"Sweetly tart, intense but balanced. Orange zest, red currant, tea rose, white sage, roasted cashew in aroma and cup. Brisk and savory-edged but sweet in structure; impressively buoyant, almost effervescent mouthfeel. Flavor fades to hints of sage and cashew in a sweet though drying finish.  ","Gatundu, Thika Province, central Kenya",$19.95/8 ounces,"Produced by growers associated with the Karinga wet mill or washing station. Despite grower discontent, contested government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Processed by a particularly meticulous Kenya variation on the traditional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. The company name Amavida combines the Spanish words for love and life, reflecting Amavida’s multifaceted commitment to fairness and fine coffee.Visit www.amavida.com or call 850-213-1965 for more information.",Medium-Light,"Santa Rosa Beach, Florida",Santa Rosa Beach, Florida,
2087,Ethiopia Agakiso,93.0,8.0,8.0,9.0,9.0,9.0,"Sweetly pungent, floral-toned. Rhododendron, fine musk, black cherry, sandalwood, roasted cacao nib in aroma and cup. Balanced, bittersweet structure; velvety-smooth mouthfeel. The finish consolidates to cocoa-toned florals in the short and sweet aromatic wood notes in the long.","Guji Zone, southern Ethiopia",$35.00/100 grams,"Southern Ethiopia coffees like this one are largely produced from traditional Ethiopian varieties of Arabica long grown in the region. When processed by the wet or washed method (fruit skin and pulp are removed before drying, as here), they typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Black Coffee in Black Jar, a Taiwan-based nano-roaster and café, is named for both the Taiwanese colloquialism “black soy sauce in black jar,” indicating something is difficult to see through, and the literal black jar this company stores coffee in to protect it from UV light. For more information, visit https://m.facebook.com/BlackCoffeeInBlackJar/.",Light,"Taichung, Taiwan",Taichung, Taiwan,
2089,Estate Medium Roast,93.0,8.0,9.0,9.0,8.0,9.0,"Deeply sweet, delicately zesty, complexly fruit- and floral-toned. Peach, grapefruit zest, alyssum-like flowers, dark chocolate, cinnamon in aroma and cup. Sweetly tart in structure, with a deepening savory-bitter edge. Light, satiny mouthfeel; flavor saturates a deep, richly floral and chocolate-toned finish.","Ka'u growing region, Big Island of Hawaii",$29.48/8 ounces,"Ka’u is an emerging Hawaii coffee-growing district centered approximately 30 miles southeast of the famous Kona region. This Ka’u is produced by the Palehua Ohana Cooperative of small-holding Ka’u farmers, an organization dedicated to impeccable socio-economic and environmental practices. It was processed using the wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. Visit www.kauspecialtycoffee.com for more information.",Medium-Light,"Pahala, Hawaii",Pahala, Hawaii,
2092,Costa Rica Sonora Estate Venecia Natural,91.0,8.0,8.0,8.0,8.0,9.0,"Rich, roundly sweet-tart. Peach, fresh-cut fir, baker’s chocolate, magnolia, brown sugar in aroma and cup. Bittersweet in structure; crisp, velvety mouthfeel. Baker’s chocolate and stone fruit carry the quietly resonant short finish, fresh-cut fir and deep florals prevail in the long.","Central Valley, Costa Rica",$20.50/12 ounces,"Produced by the father-son team of Alberto and Diego Guardia from trees of the Venecia variety, a mutant selection of the sturdy, compact-growing Caturra that withstands heavy rains, among other agronomic virtues. An unusually refined example of a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",Medium-Light,"Sacramento, California",Sacramento, California,
2093,Ethiopia Reko Estate Yirgacheffe,92.0,7.0,9.0,9.0,8.0,9.0,"Deep, intense, sweetly perfumy, savory-edged. Dark chocolate, vanilla, dried mango, sandalwood, a hint of dried mint in aroma and cup. Very sweet though also rather drying and tannic in structure; satiny mouthfeel. Resonant, flavor-saturated finish, sweet yet spicy, particularly impressive in the long.","Yirgacheffe growing region, southern Ethiopia",$19.00/12 ounces,"Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Processed by the wet or washed method (fruit skin and pulp are removed before drying).Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",Medium-Light,"Sacramento, California",Sacramento, California,
2094,Panama Finca Hartmann Geisha Natural,95.0,9.0,9.0,9.0,9.0,9.0,"Delicate, deeply sweet, complexly layered. Passionfruit, roasted cacao nib, frankincense, lilac, almond in aroma and cup. Balanced, sweet-tart structure with juicy acidity; crisp, satiny mouthfeel. The richly cocoa-toned finish is redolent of tropical fruit and fragrant aromatic wood.","Chiriqui Province, far western Panama",$54.00/8 ounces,"Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by the Hartmann family. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” Gesha, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",Light,"Sacramento, California",Sacramento, California,
2095,Panama Auromar Estate Geisha Peaberry,95.0,9.0,8.0,10.0,9.0,9.0,"Resonantly bright, floral-toned. Jasmine, frankincense, cardamom, toffee, apricot in aroma and cup. Balanced, sweetly tart structure with juicy acidity; crisp, velvety mouthfeel. The deep, flavor-saturated finish leads with caramel-toned apricot in the short, with rich florals resurfacing in the long. ","Piedra Candela, Chiriqui Province, far western Panama",$51.00/8 ounces,"Regrettably, this fine coffee sold out before the publication of our review. Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by farmer Roberto Brenes of Auromar Estate. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” Gesha, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. This sample also consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Based in the San Diego area, Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title from Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.",Medium-Light,"San Diego, California",San Diego, California,
2096,Guatemala Acatenango Gesha Lot #209,93.0,8.0,8.0,9.0,9.0,9.0,"Crisp, elegantly sweet-savory. Baker’s chocolate, lemon blossom, fine musk, dried peach, almond in aroma and cup. Balanced, sweetly tart in structure; delicate, satiny mouthfeel. The richly drying finish consolidates to chocolate-toned stone fruit, with a hint of fine musk.","Acatenango growing region, central Guatemala",$35.00/100 grams,"With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. Acatenango is the name of a coffee-growing municipality as well as a famous volcano overlooking the Antigua Valley of Guatemala. This coffee was processed by the wet or washed method (fruit skin and pulp are removed before drying). Black Coffee in Black Jar, a Taiwan-based nano-roaster and café, is named for both the Taiwanese colloquialism “black soy sauce in black jar,” indicating something is difficult to see through, and the literal black jar this company stores coffee in to protect it from UV light. For more information, visit https://m.facebook.com/BlackCoffeeInBlackJar/.",Light,"Taichung, Taiwan",Taichung, Taiwan,
2097,Colombia David Gomez 100% Caturra,92.0,9.0,8.0,8.0,8.0,9.0,"Crisply sweet, spice-toned. Dried papaya, caramel, tangerine zest, pink-peppercorn, vanilla in aroma and cup. High-toned, sweetly tart in structure with juicy, bright acidity; lean, though satiny-smooth mouthfeel. The resonant, richly drying finish is laden with sweet notes of caramel and papaya in the short, turning more savory-leaning in the long, with hints of pink peppercorn wrapped in vanilla. ","Huila Department, southern Colombia",$17.00/12 ounces,"Produced by David Gomez of of El Balso Farm entirely from trees of the Caturra variety of Arabica. Like almost all Colombia coffees, this coffee is wet-processed or “washed,” meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Huila is one of Colombia’s most respected coffee-growing regions. Husband and wife team Samantha and Weston Nawrocki founded Manzanita Roasting on their family’s 127-year-old winery in San Diego. Committed to quality direct-trade sourcing and skillful roasting, they are happy to be a part of what they call San Diego’s new “coffee frontier.” Visit www.manzanitaroasting.com for more information.

 ",Light,"San Diego, California",San Diego, California,
